Vertex,Degree,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,SCORE
doolingfm,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ProphetnBallers,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
_BillHowe,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
SwayDMme,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Championship_SM,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
supermangeek101,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Flame23744,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
TexasCheese420,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
tnimms,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
crazytomshow,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
baconhair_666,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
WalkOnRadio,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ScottFilmsBlog,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
OKMagazine,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
AvgSocialite,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
jarheadC45,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
LMillzO,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
JustTries_,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
johnkensil,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
TammyTomazoli,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ABILSUFE,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Queenie_B87,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
TheFexo,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
chrisrahn,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
itsharristime,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
PlaybetrEspanol,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
kendell_m,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
PatHolmes16,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
KarlMonroe10,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
BengaLibre,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
MeredithWLWT,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
twscolpini,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
seangausman2,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
_MEtime,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
NFI_CEE,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
WWalkerWW,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
BarbieC223,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ajgold20,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
stevenww,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Wh1sper_Will0w,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
inamajorway,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
5who1deyy3,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
WatchTheBreaks,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
UkeeTube,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Nfl_Srg,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
MichaudScott,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
TwoToneStallone,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
FranFifteen,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
BjorneDigital,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
radioonthetony,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
KevinWitte_10,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
howiemationg,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
max_webs,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
TheCoster,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ivalperzseg7,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
SuavA,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Anarcorvopunk77,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
jaysonbennett79,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
meltz00,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
carlosgarod,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
KRexButts,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ChefsSunday,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
tthrasher23,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
lakeshowtime21,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
DrStovpipeJones,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
KyBobbieL,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
KeithBanks85,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
AntyyBaayyyBeee,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
uvulibrary,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Sportsoddsdige1,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
RealTomHoskins,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
beaugbowden,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
LoneStranger655,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
quantia_io,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
_FrdGrn,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Heather47585325,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
DonBiz07,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
NATE_HIATT,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
GratefulHusker,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ryanrawlings,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Rubenstahl92,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Fly_Nashville,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
MsKiahMorris,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
EstherValadez15,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Postsemreh,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
EtoileLA,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ChrisBirdman843,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Samanth22356123,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
HelpFindCoupons,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
CassieHollin,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
alfredhoowarren,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
TheLinesUS,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
shoreline_ct,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Karmaloop,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
AdMoBID,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
1067Litefm,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
martinmoorejr,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
PlaygirlBabydol,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ThatGuyAkshay,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
DonRayMusic,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
MacJonesGriddy,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
creativebobbie,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Turtle69NFT,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
AgusRockstain,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
M_Marcello7,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
gmnavarra,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
PlaidCrafts,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
j_1ofakindnocap,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
dscapp,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
schouty33,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
FunnyCostaki,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Univision34LA,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
EvelynZaida,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ladbrokescomau,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
bklynvanech,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
umahourouki,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
its_Duno,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
CatchPromosCom,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
MMBeBay,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
KOHuerta,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
rickpell03,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Cinci_Shirrell,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Ryancmiller1630,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
JohnnyWBoxing,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
inmadnessIdwell,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Bong__Brothers,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
emporda_net,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
osu45804,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
DesmondSu5,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Ed3_91,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
esneet4113,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
USAisInTrouble,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
gallen39,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
HustlerClubny,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ArthurJ4136,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Shirleygfe,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
offclocksports,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
juancarlosrds,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
YuriMontanoSV,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Brittany4_Ducks,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
2MCEorg,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
williamlstuart,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
BetUSProFB,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
1045espn,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Digimarketworld,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
530postscript,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ananyamehek,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
NJWeedStocks,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ServeTurkey,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
RJ_Sports,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
CCmattyk,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
PJB43034868,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
BarbaricBets,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
KierstennnK,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
LaSemanaUSA,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
AJTHEMACK1,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
timothyodavis,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
TheCelebrityXO,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ikmusic2_,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
WeeklySpreads,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
pentamerous,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
elo_bajo,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
gracieguyban121,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
evan_steele18,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
peppypatty64,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
DeeAsh0329,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Siakam4MVP,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
aubtigers11,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Martin_NMX,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
SummitAppliance,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
edemortegal,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
jethomme,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Thenizzar,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
SoulmateGuider,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
bellamy_dawes,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
NumairPunjwany,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
techlearning,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
WILGOREN,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
scottchancey,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
tonichiulli,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
draftAmerica,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
yaguemx,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Michael_Psalm51,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Scyie_,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Loraxpro,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Xyren2Timez,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
amicable_food,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
iamforeverfola,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
NewsdaySports,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
AbigailBurgoin,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
OldSchool_513,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
MijelMX,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
TamraPhe,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
jeromebiggs404,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
stevesolisphoto,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
djkia_704,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Simon_Says_Rain,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
dnorthpga,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
jayfreshhAZ,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
NextDoorChica,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
UnderCentrePod,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Mau_Burundango,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ShaunWickersham,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
miguelangelcr83,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Cryptofa3,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Pepe_Villamelon,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Matt_MacKay_,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
RavensHypeMan,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
goafterit7,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
AdrianAskarieh,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
CloudAtlas_47,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
RenatoLisboa021,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
OnTheRocksEdm,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
preishals,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
danayaazure,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
KungKungMike,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
BakkenDreams,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
WashTimesSports,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
YirkkResendiz,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
SHV_NFL,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
awints12,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
CoffeeWthKenobi,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
101espn,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ECrowens,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
coin_vs_nft,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
PDodgersfan,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
sabrinamandanas,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
SavvyMamaLife,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
carrtereca_carr,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
RRCorganLLC,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
JasonRomano,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
AlliJ82,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
MarinRaider,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
NellySanchezC,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Tyrese_ZW,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
rlunc5,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
GTNinforma,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
chaffin_jerry,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
kyleyoungburner,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
WritingDavid,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
RrrussT1,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
hueesso,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
j9nla,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
Da_Olaf_,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ZachSciascia,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
pegadinho,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
DizAznBeBlzn,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
ArquimedesJaenG,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
DodgerChick310,-0.008362977,-0.077933902,-0.830642258,-0.329454512,-0.305646379
