,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
749,RT,RileyJD17,23,440,0,3055,,,,ESPNLosAngeles,86553,812,1280,75159,,,
750,RT,4thedawn2,225,353,5,63453,,,,Baron3121,9156,924,85,60931,,,
751,RT,Dune_css,33,58,1,424,,,,isaacesparza131,16923,0,73,10388,,,
752,RT,Triangle__Mints,398,477,6,26227,,,,ChefSayyy,82,106,0,154,,,
753,RT,Blackhawksguy84,427,2678,0,5183,,,,7thGypsy,4075,4379,63,110098,,,
754,RT,BrianJ_6,270,229,0,1644,,,,WINCINNATI_,2619,980,5,215,,,
755,RT,jimjchandler,635,1566,32,38541,,,,WUTangKids,98481,943,291,6933,,,
756,Tweet,GoldenCityGames,510,1018,28,4280,,,,GoldenCityGames,98481,943,291,6933,,,
757,RT,HooperCurryProd,80,1589,1,5128,,,,WUTangKids,98481,943,291,6933,,,
758,RT,JosephWilliamQ3,336,1778,2,96159,,,,NFL,28642231,2722,50429,233789,,,
759,RT,ciprycanovi,181,707,2,20482,,,,MiamiHEAT,4908335,139693,11752,9032,,,
760,Tweet,BeckyAmes2,258,320,1,1917,,,,BeckyAmes2,4908335,139693,11752,9032,,,
761,RT,PeytonFleming14,207,2399,0,22108,,,,RamsNFL,1060485,512,6389,59603,,,
762,RT,tltactionphotos,239,123,0,2352,,,,WINCINNATI_,2619,980,5,215,,,
763,RT,SamShaSS3,0,103,0,567,,,,RamsNFL,1060485,512,6389,59603,,,
764,Tweet,NameOfMy1stBand,110,493,2,2121,,,,NameOfMy1stBand,1060485,512,6389,59603,,,
765,RT,enefeudazueira,36587,498,131,74042,,,,FahRgervasio,4,99,0,657,,,
766,RT,ncbenfield,947,2249,1,14425,,,,KaylaPaige9,2168,1038,12,31103,,,
767,RT,TLegix,408,354,3,13972,,,,Bengalsmanic,1927,1652,15,10133,,,
768,Tweet,IdioticPony,192,1018,0,9524,,,,IdioticPony,1927,1652,15,10133,,,
769,Tweet,bjoernhesse,1946,2518,68,15826,,,,bjoernhesse,1927,1652,15,10133,,,
770,RT,DRAKOCHARTS,10,61,4,369,,,,DraftKings,341618,1943,2012,90862,,,
771,RT,Smurphy1Murphy,505,4962,3,3122,,,,EnPHEXPhantom,768,1419,4,6302,,,
772,Tweet,LenBron_27,1537,920,19,107918,,,,LenBron_27,768,1419,4,6302,,,
773,RT,nicolasbailey62,229,4293,0,6267,,,,Bengals,1084742,248,6336,31051,,,
774,RT,Chefdre1107,299,488,3,36410,,,,WUTangKids,98481,943,291,6933,,,
775,Tweet,DMarie_SC,4945,1336,8,18119,,,,DMarie_SC,98481,943,291,6933,,,
776,RT,davidriggsallin,93,717,0,222,,,,ESPNLosAngeles,86553,812,1280,75159,,,
777,Tweet,easyonfourth,7,0,0,29,,,,easyonfourth,86553,812,1280,75159,,,
778,RT,anotherbucksfan,421,673,2,28086,,,,Bengalsmanic,1927,1652,15,10133,,,
779,RT,SchoolSurvival7,13,807,0,32,,,,WINCINNATI_,2619,980,5,215,,,
780,RT,byrdy535,23,608,0,65,,,,guaptoshi,463,793,1,9866,,,
781,Tweet,dannyamy10,184,678,0,24179,,,,dannyamy10,463,793,1,9866,,,
782,Tweet,dannyamy10,184,678,0,24179,,,,dannyamy10,463,793,1,9866,,,
783,RT,StudioDarkk,2068,1693,36,22857,,,,crypto_brewer,1881,4704,8,5259,,,
784,RT,StudioDarkk,2068,1693,36,22857,,,,NFTBoomer1,519,396,4,977,,,
785,Tweet,dannyamy10,184,678,0,24179,,,,dannyamy10,519,396,4,977,,,
786,Tweet,GregLogan1,4779,990,272,80155,,,,GregLogan1,519,396,4,977,,,
787,RT,Smurphy1Murphy,505,4962,3,3122,,,,AntTheKing,2673,4669,30,89242,,,
788,Tweet,90DaysAgo,11,40,0,111,,,,90DaysAgo,2673,4669,30,89242,,,
789,Tweet,JeffersonandCo,599,84,50,18293,,,,JeffersonandCo,2673,4669,30,89242,,,
790,Tweet,aecanelonc,781,1402,4,13450,,,,aecanelonc,2673,4669,30,89242,,,
791,RT,Mia87678696,95,386,2,980,,,,ThinkingCrypto1,80342,2099,494,22951,,,
792,Tweet,ChristinaGCheng,1150,821,31,36042,,,,ChristinaGCheng,80342,2099,494,22951,,,
793,RT,MattStaffordQB1,981,234,4,73414,,,,MattStaffordQB1,981,234,4,73414,,,
794,RT,VeronicZuniga2,566,827,0,617,,,,Almomento4T,13384,9273,32,10751,,,
795,RT,Rbloss64,2337,2728,3,18471,,,,TMSMpodcast,3722,3256,11,16072,,,
796,RT,MattStaffordQB1,981,234,4,73414,,,,ThaLARampage10,161,576,2,1582,,,
797,Tweet,christinek2010,226,569,27,13684,,,,christinek2010,161,576,2,1582,,,
798,RT,MattStaffordQB1,981,234,4,73414,,,,1KYWildcatfan,487,2266,16,9359,,,
799,RT,MemphisHomer,715,687,12,49268,,,,BleavPodcasts,8383,4898,98,24860,,,
800,RT,cameron_conley6,365,231,1,1141,,,,WINCINNATI_,2619,980,5,215,,,
801,RT,MattStaffordQB1,981,234,4,73414,,,,LyzziePoo,673,524,6,12887,,,
802,Tweet,onthasticks,1257,561,28,4965,,,,onthasticks,673,524,6,12887,,,
803,RT,GMaverickctzn,1193,1303,0,27064,,,,WUTangKids,98481,943,291,6933,,,
804,RT,jigglyjigjig,91,139,3,905,,,,SuperlativeDAO,1436,81,0,163,,,
805,Tweet,BigMtnCider,2116,1386,30,262,,,,BigMtnCider,1436,81,0,163,,,
806,RT,enefeudazueira,36587,498,131,74042,,,,MiguelNTOficial,2663,3548,3,87693,,,
807,Tweet,FahRgervasio,4,99,0,657,,,,FahRgervasio,2663,3548,3,87693,,,
808,RT,MattStaffordQB1,981,234,4,73414,,,,WhoaitsAustin,504,412,2,16291,,,
809,Tweet,HablemosFoot,16762,8,162,28261,,,,HablemosFoot,504,412,2,16291,,,
810,RT,BI6THIRTEEN,1242,1315,43,22905,,,,SlimmGUnplugged,31,36,0,1803,,,
811,Tweet,chuysanchez_,7036,430,97,84921,,,,chuysanchez_,31,36,0,1803,,,
812,RT,JayBer031186,167,239,0,460,,,,PaniniAmerica,205223,6090,684,35506,,,
813,RT,K_baugh06,702,770,3,4186,,,,WINCINNATI_,2619,980,5,215,,,
814,Tweet,jharbweave,1160,675,67,24361,,,,jharbweave,2619,980,5,215,,,
815,Tweet,Recklessairwave,2078,1992,8,2672,,,,Recklessairwave,2619,980,5,215,,,
816,RT,MattStaffordQB1,981,234,4,73414,,,,erics5150,1102,1911,15,2452,,,
817,Tweet,Recklessairwave,2078,1992,8,2672,,,,Recklessairwave,1102,1911,15,2452,,,
818,RT,TrainsStation1,544,249,2,758,,,,TrainandGrose,155,42,1,173,,,
819,Tweet,north_cards,1298,1636,2,1671,,,,north_cards,155,42,1,173,,,
820,RT,MattStaffordQB1,981,234,4,73414,,,,IvSolly,990,2809,6,13902,,,
821,RT,083FuWopp,51,7,1,54,,,,_NFLPOLLZ,148,457,0,5356,,,
822,RT,CaJulian_,196,161,1,7146,,,,SNFonNBC,993035,2480,5415,79758,,,
823,RT,MattStaffordQB1,981,234,4,73414,,,,AuerHeat,4810,2322,48,32218,,,
824,RT,btrain92,9623,1309,89,22617,,,,TrainandGrose,155,42,1,173,,,
825,RT,MattStaffordQB1,981,234,4,73414,,,,NFLBadgers,1761,114,19,25737,,,
826,RT,MattStaffordQB1,981,234,4,73414,,,,TheMannylorian,590,721,23,23154,,,
827,RT,funkchanality,519,726,6,704,,,,SuperlativeDAO,1436,81,0,163,,,
828,RT,MyUnOpinion,1417,3076,0,15144,,,,tonetalks,26972,705,152,19009,,,
829,RT,sharansridhar07,162,181,0,855,,,,JohnTory,373636,1272,1703,45890,,,
830,RT,EsmeAlaki,1559,222,22,99419,,,,EmbarcaderoSafe,2337,2479,33,15849,,,
831,Tweet,JBuzz715,444,2695,13,13963,,,,JBuzz715,2337,2479,33,15849,,,
832,RT,OldpostLewis,40,383,0,12914,,,,WUTangKids,98481,943,291,6933,,,
833,Tweet,MooseBeSocial,1365,1981,23,10622,,,,MooseBeSocial,98481,943,291,6933,,,
834,RT,topfanscorner,4612,4423,8,358097,,,,MMBSports,422,1684,7,60013,,,
835,RT,kaeladenea_,1199,821,2,32454,,,,coreydeanstone,879,1647,2,3870,,,
836,RT,ulloasullivan,75,297,4,14646,,,,Baron3121,9156,924,85,60931,,,
837,RT,borzyNFT,706,533,4,1831,,,,eggz3302,278,262,3,439,,,
838,RT,MichaelRasile1,437,656,1,2721,,,,WinDailySports,9980,610,76,23184,,,
839,RT,MattStaffordQB1,981,234,4,73414,,,,EEstaris,512,2965,28,53026,,,
840,Tweet,JeffersonandCo,599,84,50,18293,,,,JeffersonandCo,512,2965,28,53026,,,
841,RT,abnrml888,178,1031,1,4189,,,,SuperlativeDAO,1436,81,0,163,,,
842,RT,morbena,74,147,0,29669,,,,WINCINNATI_,2619,980,5,215,,,
843,Tweet,MelWorld33,241,205,13,12790,,,,MelWorld33,2619,980,5,215,,,
844,RT,niensogood,3,31,0,131,,,,billboard,13305328,3408,21402,288897,,,
845,RT,topfanscorner,4612,4423,8,358097,,,,MMBSports,422,1684,7,60013,,,
846,Tweet,MiguelNTOficial,2663,3548,3,87693,,,,MiguelNTOficial,422,1684,7,60013,,,
847,RT,Bengalsnut30,172,675,4,1419,,,,HPPRSNFT,7955,39,28,6211,,,
848,RT,bfulmer29,310,114,4,5360,,,,WINCINNATI_,2619,980,5,215,,,
849,RT,MattStaffordQB1,981,234,4,73414,,,,ethier_frank,1675,1724,7,73932,,,
850,RT,AshHafner,309,210,0,8263,,,,Bengals,1084742,248,6336,31051,,,
851,RT,MattStaffordQB1,981,234,4,73414,,,,lucasfelipe_73,2779,3004,35,73833,,,
852,RT,FixMUT_EA,1,16,0,194,,,,KevG163,9027,4998,121,52753,,,
853,RT,magalydeVe,93,399,0,2540,,,,SIVENOSA,538,870,4,17174,,,
854,RT,japulmah,371,1921,1,69097,,,,SimpsonsGreats,25356,207,114,3509,,,
855,Tweet,TheRealBMac7,349,1043,2,7520,,,,TheRealBMac7,25356,207,114,3509,,,
856,RT,MattStaffordQB1,981,234,4,73414,,,,LAFanNorCal,404,653,7,9599,,,
857,RT,Odds75,2160,4908,30,33340,,,,ThinkingCrypto1,80342,2099,494,22951,,,
858,RT,quickontheSMAW,366,580,1,8562,,,,Bengalsmanic,1927,1652,15,10133,,,
859,RT,JesusGG13,112,389,1,55129,,,,NFL,28642224,2722,50429,233789,,,
860,RT,AnubhavheenN,19,244,1,1322,,,,ThinkingCrypto1,80342,2099,494,22951,,,
861,Tweet,TheNRHour_,3083,5001,4,168923,,,,TheNRHour_,80342,2099,494,22951,,,
862,RT,deeinagi,512,1096,20,25529,,,,WUTangKids,98481,943,291,6933,,,
863,Tweet,UlisesVelbat88,1829,2811,2,82769,,,,UlisesVelbat88,98481,943,291,6933,,,
864,RT,KgobisiD,604,1036,6,37439,,,,ThinkingCrypto1,80342,2099,494,22951,,,
865,RT,JerseyKidShow,3107,3080,4,9606,,,,JerseyKidPicks,146641,146686,499,26795,,,
866,RT,theffrobot,4030,2,31,194121,,,,WinDailySports,9980,610,76,23184,,,
867,RT,JLHerms,3135,3098,60,116952,,,,Bengals,1084742,248,6336,31051,,,
868,RT,vivoriana,73,558,5,4507,,,,HLFrisbie,26594,868,83,17426,,,
869,RT,MattStaffordQB1,981,234,4,73414,,,,HolyRollerNFL,6007,1981,49,17397,,,
870,Tweet,mrswilker,91,403,0,502,,,,mrswilker,6007,1981,49,17397,,,
871,RT,Noey05730,101,368,0,16506,,,,SThingsTH,8373,55,8,3948,,,
872,RT,xlatinosouthx,21,233,1,92,,,,Richard841,487,815,3,34196,,,
873,Tweet,MzVickieSecretz,820,1502,0,19614,,,,MzVickieSecretz,487,815,3,34196,,,
874,RT,TheNRHour_,3083,5001,4,168923,,,,courtney110979,1130,2791,18,9141,,,
875,RT,_shmun,7065,2148,11,124249,,,,JUSTERIC__,4950,450,18,20776,,,
876,RT,ethangriffin99,641,634,1,2039,,,,Bengals,1084742,248,6336,31051,,,
877,RT,antonioalfero,999,1165,8,39502,,,,journalistmike,592,355,12,28396,,,
878,RT,MattStaffordQB1,981,234,4,73414,,,,princecharlsy,176,314,3,2649,,,
879,RT,MattStaffordQB1,981,234,4,73414,,,,TheOtherGarth,685,4999,3,49654,,,
880,RT,gates_dg,32,228,0,866,,,,TalkFootball34,5932,2656,13,12080,,,
881,Tweet,MiguelNTOficial,2663,3548,3,87693,,,,MiguelNTOficial,5932,2656,13,12080,,,
882,RT,arsenal9141,115,343,0,108,,,,ESPNLosAngeles,86553,812,1280,75159,,,
883,Tweet,WinDailySports,9980,610,76,23184,,,,WinDailySports,86553,812,1280,75159,,,
884,Tweet,EsquireTheatre,1007,395,26,1649,,,,EsquireTheatre,86553,812,1280,75159,,,
885,RT,JeremySchaap,118621,2612,1811,11534,,,,chrisdraft,4464,2892,98,8414,,,
886,Tweet,KWhiteyVegas,10766,2739,164,3263,,,,KWhiteyVegas,4464,2892,98,8414,,,
887,RT,JasonSurette,144,250,4,4738,,,,ESPNLosAngeles,86553,812,1280,75159,,,
888,RT,AndrewNathanM,453,725,14,47063,,,,Bengals,1084742,248,6336,31051,,,
889,RT,becava18,33,96,0,339,,,,mamba_83,992,1884,3,5412,,,
890,RT,Toobaditstaken,391,2521,1,26066,,,,WUTangKids,98481,943,291,6933,,,
891,RT,prpeep,2518,3199,108,373570,,,,gigi_nyc,6981,297,194,20254,,,
892,RT,MattStaffordQB1,981,234,4,73414,,,,HSportscast,14,70,0,53,,,
893,Tweet,MiguelNTOficial,2663,3548,3,87693,,,,MiguelNTOficial,14,70,0,53,,,
894,RT,MattStaffordQB1,981,234,4,73414,,,,SuperBowlBiz,226,2196,0,157,,,
895,RT,C5_roller,332,562,2,5899,,,,LARams520,2601,1886,26,100222,,,
896,RT,pjlarsen10,13,84,0,3174,,,,WUTangKids,98481,943,291,6933,,,
897,RT,MattStaffordQB1,981,234,4,73414,,,,SuperBowlBiz,226,2196,0,157,,,
898,RT,freezy1111,1146,2503,6,2334,,,,i_r3ign,1158,1055,9,9145,,,
899,RT,xoxoxoboy,134,418,14,25330,,,,kekomich,441,127,3,30558,,,
900,RT,MJD,498157,2754,4014,22145,,,,ESPNLosAngeles,86553,812,1280,75159,,,
901,RT,pschaap,654,1018,49,61647,,,,gigi_nyc,6981,297,194,20254,,,
902,RT,SmolLoaf,950,1133,5,60089,,,,CalpainEqD,21797,2826,82,106104,,,
903,RT,MattStaffordQB1,981,234,4,73414,,,,laramsfan76,60,115,1,1123,,,
904,RT,bunny_shiba_229,21,162,0,8045,,,,NFL,28642229,2722,50429,233789,,,
905,RT,CholoShaam,1,153,0,42,,,,SNFonNBC,993035,2480,5415,79758,,,
906,RT,Hoops227_NFL,110,866,3,106796,,,,Hoops227_NFL,110,866,3,106796,,,
907,Tweet,Vitaly_Tennant,2020,624,40,13961,,,,Vitaly_Tennant,110,866,3,106796,,,
908,RT,Kit_Kat_Kai,673,557,0,6155,,,,SNFonNBC,993035,2480,5415,79758,,,
909,RT,itz_the_emister,546,419,8,51182,,,,SNFonNBC,993035,2480,5415,79758,,,
910,RT,rafael_fr2,1556,4255,8,150110,,,,HLFrisbie,26594,868,83,17426,,,
911,Tweet,north_cards,1298,1636,2,1671,,,,north_cards,26594,868,83,17426,,,
912,RT,M1KES3ARS,401,369,7,3618,,,,LARams520,2601,1886,26,100222,,,
913,RT,Bunyada_anan,798,914,0,135357,,,,SNFonNBC,993035,2480,5415,79758,,,
914,Tweet,ESPNLosAngeles,86553,812,1280,75159,,,,ESPNLosAngeles,993035,2480,5415,79758,,,
915,RT,MattStaffordQB1,981,234,4,73414,,,,uclaram,127,185,0,944,,,
916,Tweet,MiguelNTOficial,2663,3548,3,87693,,,,MiguelNTOficial,127,185,0,944,,,
917,RT,JerseyKidShow,3107,3080,4,9606,,,,FDSportsbook,181679,1059,946,44405,,,
918,RT,Bunyada_anan,798,914,0,135357,,,,SNFonNBC,993035,2480,5415,79758,,,
919,RT,BitterMercy,896,366,23,29866,,,,WUTangKids,98481,943,291,6933,,,
920,RT,CincoDos4Ever,714,1114,0,3049,,,,Bengalsmanic,1927,1652,15,10133,,,
921,Tweet,Bengalsmanic,1927,1652,15,10133,,,,Bengalsmanic,1927,1652,15,10133,,,
922,RT,TcafVp,77,535,0,393,,,,AKinkhabwala,158964,1279,2352,38651,,,
923,Tweet,packattack2613,581,5001,2,49574,,,,packattack2613,158964,1279,2352,38651,,,
924,Tweet,DoctorNFL15,144,41,1,141,,,,DoctorNFL15,158964,1279,2352,38651,,,
925,Tweet,shimmerbelly,304,437,4,4714,,,,shimmerbelly,158964,1279,2352,38651,,,
926,RT,JasonSurette,144,250,4,4738,,,,RamsNFLReport,4005,1701,24,3794,,,
927,Tweet,shimmerbelly,304,437,4,4714,,,,shimmerbelly,4005,1701,24,3794,,,
928,RT,isamar987,466,456,0,2154,,,,coreydeanstone,879,1647,2,3870,,,
929,RT,momsfocus,16827,18510,867,597343,,,,FullMoonBBQ,5608,1260,46,6753,,,
930,RT,MattStaffordQB1,981,234,4,73414,,,,everythinglov18,3452,5000,59,14464,,,
931,RT,AnnetteWhitele1,321,1227,1,220,,,,FultonAleHouse,124,177,5,1889,,,
932,RT,Tha_Reddragon,477,1037,1,806,,,,veronicaxxxooo,838,680,13,9785,,,
933,Tweet,LadyLilaBrown,734,1220,38,11824,,,,LadyLilaBrown,838,680,13,9785,,,
934,Tweet,north_cards,1298,1636,2,1671,,,,north_cards,838,680,13,9785,,,
935,RT,GerardoLolol272,0,9,0,59,,,,RamsNFL,1060485,512,6389,59603,,,
936,RT,AlejandroLG,12198,98,90,34669,,,,AlejandroLG,12198,98,90,34669,,,
937,Tweet,WanderingSpec,144,342,0,2418,,,,WanderingSpec,12198,98,90,34669,,,
938,RT,richardcwilly,18,122,0,3012,,,,WUTangKids,98481,943,291,6933,,,
939,RT,crktpri,3662,3886,174,79520,,,,Superberries,10655,11338,33,11117,,,
940,RT,IgnitorKid,459,295,30,55087,,,,WUTangKids,98481,943,291,6933,,,
941,RT,Ethan_solesbee,355,607,0,3213,,,,WINCINNATI_,2619,980,5,215,,,
942,RT,Storts23,267,3438,5,12538,,,,LSUfootball,873902,583,2264,28236,,,
943,RT,3rdand3Podcast,394,425,1,497,,,,courtney110979,1130,2791,18,9141,,,
944,RT,photog14WLWT,125,73,7,166,,,,WLWT,143745,562,1305,420402,,,
945,Tweet,EBMediaGroup,4200,3938,177,32701,,,,EBMediaGroup,143745,562,1305,420402,,,
946,RT,jesacost,626,5000,19,193914,,,,MikeHilton_28,67786,1111,230,9176,,,
947,Tweet,Superberries,10655,11338,33,11117,,,,Superberries,67786,1111,230,9176,,,
948,RT,gameonjmoney,3838,4373,7,31003,,,,Bengalsmanic,1927,1652,15,10133,,,
949,RT,DannSalas6,8,87,0,24565,,,,ValMarinR,487046,3127,817,51045,,,
950,Tweet,JohnMamola,2813,826,113,56349,,,,JohnMamola,487046,3127,817,51045,,,
951,RT,Sidreyae,229,4989,1,24530,,,,Lets_getgoing25,150,396,1,5116,,,
952,Tweet,north_cards,1298,1636,2,1671,,,,north_cards,150,396,1,5116,,,
953,RT,BmoreFAN69,67,129,0,462,,,,JerseyKidPicks,146641,146686,499,26795,,,
954,RT,JairKessinger,1597,991,12,75761,,,,Trags,18584,2715,804,121400,,,
955,Tweet,ElectraPanther,3021,777,12,17741,,,,ElectraPanther,18584,2715,804,121400,,,
956,RT,MattStaffordQB1,981,234,4,73414,,,,richiechristie1,746,922,10,22382,,,
957,RT,Benjami17628572,7,90,0,495,,,,Bengals,1084742,248,6336,31051,,,
958,Tweet,drpayperhead,4108,4978,5,2401,,,,drpayperhead,1084742,248,6336,31051,,,
959,RT,NooIm_Dirty_Dan,17,90,0,865,,,,MikeHilton_28,67786,1111,230,9176,,,
960,RT,R1a9y9j2,1149,5000,11,241641,,,,Bengals,1084742,248,6336,31051,,,
961,Tweet,CobyValentine,10604,86,144,43432,,,,CobyValentine,1084742,248,6336,31051,,,
962,RT,MrGalloPE1,182,139,0,9193,,,,DelawareFB,25226,413,116,7067,,,
963,Tweet,SergioIvanGuzm9,237,2995,0,1584,,,,SergioIvanGuzm9,25226,413,116,7067,,,
964,Tweet,SportsBlog,18516,4710,215,66450,,,,SportsBlog,25226,413,116,7067,,,
965,RT,AlvinLBrewer1,81,250,0,671,,,,LACOFD,107137,176,1266,9225,,,
966,RT,Daniel56chester,846,836,0,5754,,,,WINCINNATI_,2619,980,5,215,,,
967,RT,raywood3,3871,4860,31,7748,,,,Bengals,1084742,248,6336,31051,,,
968,RT,jesacost,626,5000,19,193914,,,,Bengals,1084742,248,6336,31051,,,
969,Tweet,Bengalsmanic,1927,1652,15,10133,,,,Bengalsmanic,1084742,248,6336,31051,,,
970,RT,RobESphx,14,267,0,195,,,,OddsCheckerUS,48115,10106,249,21206,,,
971,RT,MattStaffordQB1,981,234,4,73414,,,,Lets_getgoing25,150,396,1,5116,,,
972,RT,ZachMontavon1,46,291,0,862,,,,BengalsMicCart,2814,2849,4,472,,,
973,RT,RIRob,715,1564,5,2649,,,,WLWT,143745,562,1305,420402,,,
974,RT,OldSoulLove,1285,3782,17,9126,,,,Adweek,678977,26475,16291,132154,,,
975,RT,MattStaffordQB1,981,234,4,73414,,,,ThaLARampage10,161,576,2,1582,,,
976,RT,jcbowl300,22,22,0,8946,,,,DonHelbig,5223,3607,49,6267,,,
977,RT,Alfredo46589458,79,138,0,5397,,,,ValMarinR,487046,3127,817,51045,,,
978,RT,JuanMa_TI,276,954,32,220492,,,,quiquegaray,267920,1622,1407,57541,,,
979,Tweet,tvares9,70,1084,0,354,,,,tvares9,267920,1622,1407,57541,,,
980,RT,ChesapeakeDon,153,797,1,4165,,,,JerseyKidPicks,146641,146686,499,26795,,,
981,RT,MattStaffordQB1,981,234,4,73414,,,,tcbdbackfan,1175,3444,41,123790,,,
982,RT,Dakane3,422,1304,3,30381,,,,Bengals,1084742,248,6336,31051,,,
983,RT,Davis3161,194,1348,0,22005,,,,EvanMillward,8054,4252,236,70678,,,
984,Tweet,HolyRollerNFL,6007,1981,49,17397,,,,HolyRollerNFL,8054,4252,236,70678,,,
985,Tweet,ElSoldeSinaloa_,3515,500,81,76737,,,,ElSoldeSinaloa_,8054,4252,236,70678,,,
986,RT,LakeshowGio,11,156,0,99,,,,RamsNFLReport,4005,1701,24,3794,,,
987,Tweet,courtney110979,1130,2791,18,9141,,,,courtney110979,4005,1701,24,3794,,,
988,RT,demian_nft,272,846,2,1077,,,,FLUF_World,36925,1118,226,4253,,,
989,Tweet,SuperBowlBiz,226,2196,0,157,,,,SuperBowlBiz,36925,1118,226,4253,,,
990,RT,FFChalupaBatman,3483,3012,26,22941,,,,GeoffLambert77,12186,10750,215,67394,,,
991,Tweet,dannyamy10,184,678,0,24179,,,,dannyamy10,12186,10750,215,67394,,,
992,RT,deeerek_q,321,573,1,36097,,,,RamsNFL,1060485,512,6389,59603,,,
993,RT,Sapper892,56,99,1,147,,,,crypto_brewer,1881,4704,8,5259,,,
994,RT,ViceCityPro,980,813,23,15165,,,,BigOShow,97278,7881,520,204599,,,
995,Tweet,dannyamy10,184,678,0,24179,,,,dannyamy10,97278,7881,520,204599,,,
996,RT,JhawkFire,7363,7557,125,23319,,,,RichIMET,1613,1939,51,18885,,,
997,Tweet,WagnerHeis,289,383,1,9272,,,,WagnerHeis,1613,1939,51,18885,,,
998,RT,Johnny_Fau17,332,150,0,1568,,,,JerseyKidPicks,146641,146686,499,26795,,,
999,RT,pattykvilla,5893,6289,12,189729,,,,SNFonNBC,993035,2480,5415,79758,,,
1000,Tweet,dannyamy10,184,678,0,24179,,,,dannyamy10,993035,2480,5415,79758,,,
1001,Tweet,Nickywesley,38,169,1,1311,,,,Nickywesley,993035,2480,5415,79758,,,
1002,RT,Snow65Snow,627,470,7,91073,,,,MikeHilton_28,67786,1111,230,9176,,,
1003,Tweet,dannyamy10,184,678,0,24179,,,,dannyamy10,67786,1111,230,9176,,,
1004,Tweet,albertfong98,921,663,70,30050,,,,albertfong98,67786,1111,230,9176,,,
1005,RT,ElectraPanther,3021,777,12,17741,,,,FLUF_World,36925,1118,226,4253,,,
1006,RT,knuxponential,3982,2091,33,7107,,,,FLUF_World,36925,1118,226,4253,,,
1007,RT,BigLeagueRock,2771,4995,25,12834,,,,nachonight,383,1959,9,1375,,,
1008,RT,mike_williard,154,548,4,6031,,,,WINCINNATI_,2619,980,5,215,,,
1009,RT,beefaroniman,30,181,0,1687,,,,Bengals,1084742,248,6336,31051,,,
1010,RT,ChicagoMikeSD,6852,6453,65,126561,,,,RichIMET,1613,1939,51,18885,,,
1011,RT,DannyYu50933566,826,3764,4,30823,,,,guaptoshi,463,793,1,9866,,,
1012,Tweet,cooltown55,1327,991,24,7647,,,,cooltown55,463,793,1,9866,,,
1013,RT,pattykvilla,5893,6289,12,189729,,,,Trags,18584,2715,804,121400,,,
1014,Tweet,WagnerHeis,289,383,1,9272,,,,WagnerHeis,18584,2715,804,121400,,,
1015,RT,lauracain32,2508,3045,0,49734,,,,zimwhodey,13173,447,79,23698,,,
1016,RT,SchleiderJustin,9135,1797,689,178352,,,,WUTangKids,98481,943,291,6933,,,
1017,Tweet,journalistmike,592,355,12,28396,,,,journalistmike,98481,943,291,6933,,,
1018,RT,NelaHadzic,1149,736,3,15084,,,,WINCINNATI_,2619,980,5,215,,,
1019,Tweet,HughUsa2,54,401,1,3377,,,,HughUsa2,2619,980,5,215,,,
1020,Tweet,VFTSolutions,286,433,22,4969,,,,VFTSolutions,2619,980,5,215,,,
1021,Tweet,CoverSharks,90,527,10,1163,,,,CoverSharks,2619,980,5,215,,,
1022,Tweet,thiagotakezo,303,1428,1,24252,,,,thiagotakezo,2619,980,5,215,,,
1023,Tweet,CombatSportsNBC,4489,279,45,9889,,,,CombatSportsNBC,2619,980,5,215,,,
1024,RT,KariGuzman1234,401,4994,2,75130,,,,RamsNFL,1060485,512,6389,59603,,,
1025,RT,R1a9y9j2,1149,5000,11,241641,,,,LSUfootball,873902,583,2264,28236,,,
1026,RT,stvndon7,9,47,0,1039,,,,ThinkingCrypto1,80342,2099,494,22951,,,
1027,RT,24myfav,33,5,1,5600,,,,RamsNFL,1060485,512,6389,59603,,,
1028,RT,albertguz13,153,133,1,1594,,,,LARams520,2601,1886,26,100222,,,
1029,RT,BengalTigersWin,26,109,0,1432,,,,Bengals,1084742,248,6336,31051,,,
1030,RT,JSmoov1978,75,1865,1,2291,,,,SNFonNBC,993035,2480,5415,79758,,,
1031,RT,nikgazcs2,972,4095,4,10582,,,,953WDAE,25412,8024,611,392586,,,
1032,Tweet,JMF_Sportscards,802,712,2,2223,,,,JMF_Sportscards,25412,8024,611,392586,,,
1033,RT,NodeCatPoorCat,24,200,0,336,,,,ThinkingCrypto1,80342,2099,494,22951,,,
1034,RT,cryto_rigatoni,249,1725,3,11716,,,,ThinkingCrypto1,80342,2099,494,22951,,,
1035,RT,Dawswildcat,973,1469,11,28957,,,,Bengals,1084742,248,6336,31051,,,
1036,RT,TheMarcYouMade1,79,110,2,11919,,,,WUTangKids,98481,943,291,6933,,,
1037,RT,Dawswildcat,973,1469,11,28957,,,,Bengals,1084742,248,6336,31051,,,
1038,RT,VictorGreter,63,115,0,397,,,,WINCINNATI_,2619,980,5,215,,,
1039,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,2619,980,5,215,,,
1040,RT,stephanjones24,239,232,1,6652,,,,WUTangKids,98481,943,291,6933,,,
